Sexo,Casado,Edad,Fumador,Trabajo,Hijos,Localidad,Telefono Casa,Telefono Celular,Correo Electronico,IMSS,Tipo de Sangre,Egreso Preparatoria,Preparotoria,Promedio Preparatoria,Certificado de Conducta,Situación,Periodo,Creditos,Materias Aprobadas,Materias Cursadas
2,No,22.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,4.0,7.45,BUENO,4.0,1.0,35.0,9.0,9.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,5.0,9.12,MALO,4.0,4.0,41.0,10.0,25.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,2.0,9.65,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.09,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,8.03,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,25.0,No,No,0.0,LOS MOCHIS,Si,Si,Si,Si,O+,2002.0,6.0,7.85,BUENO,4.0,5.0,147.0,31.0,41.0
1,No,18.0,No,No,0.0,VILLA UNIÓN,Si,Si,Si,Si,O+,2000.0,1.0,7.67,BUENO,4.0,2.0,69.0,15.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,1.0,9.4,REGULAR,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,No,0+,1999.0,1.0,7.21,MALO,4.0,0.0,0.0,0.0,0.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O-,2005.0,3.0,8.11,MALO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,No,Si,O+,2004.0,5.0,7.05,REGULAR,2.0,12.0,288.0,59.0,68.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,1.0,9.73,REGULAR,5.0,10.0,400.0,73.0,73.0
2,No,19.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,4.0,8.96,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.57,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.91,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,No,Si,Si,A+,2005.0,1.0,7.73,BUENO,4.0,1.0,0.0,0.0,9.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A -,2004.0,3.0,8.06,BUENO,5.0,10.0,400.0,73.0,73.0
2,No,23.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2003.0,2.0,7.17,BUENO,4.0,1.0,9.0,2.0,9.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2005.0,1.0,9.07,MALO,5.0,11.0,400.0,73.0,73.0
1,Si,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,7.21,REGULAR,4.0,5.0,137.0,29.0,33.0
M,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,2.0,9.63,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,9.49,BUENO,5.0,10.0,400.0,73.0,73.0
H,No,18.0,No,No,0.0,LOS MOCHIS,Si,Si,Si,Si,A+,2005.0,4.0,7.3,REGULAR,2.0,7.0,256.0,52.0,57.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,4.0,8.22,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,20.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,3.0,7.99,REGULAR,4.0,10.0,111.0,25.0,33.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.36,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,ESCUINAPA,Si,Si,Si,Si,O+,2001.0,3.0,9.06,REGULAR,5.0,11.0,400.0,73.0,73.0
1,Si,25.0,No,No,4.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,4.0,7.63,BUENO,2.0,4.0,117.0,25.0,25.0
1,No,18.0,No,No,0.0,MAZATLÁN,No,Si,Si,No,A+,2005.0,2.0,7.25,BUENO,2.0,10.0,348.0,70.0,72.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,2.0,7.95,MALO,2.0,1.0,21.0,6.0,9.0
2,No,18.0,Si,Si,0.0,MAZATLÁN,No,Si,Si,No,A -,2005.0,5.0,8.89,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A +,2004.0,4.0,7.48,MALO,1.0,16.0,360.0,72.0,73.0
1,No,24.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,No,A +,2005.0,4.0,7.4,MALO,4.0,8.0,164.0,35.0,41.0
1,No,19.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,B +,2005.0,2.0,8.34,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A +,1999.0,3.0,8.92,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,19.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A +,2005.0,2.0,8.6,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,19.0,Si,No,0.0,MAZATLÁN,Si,No,No,Si,O +,2004.0,1.0,8.13,REGULAR,3.0,16.0,319.0,64.0,70.0
2,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A +,2005.0,1.0,9.54,REGULAR,5.0,10.0,400.0,73.0,73.0
1,Si,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2003.0,5.0,7.47,REGULAR,4.0,1.0,27.0,7.0,9.0
1,No,18.91,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A +,2004.0,3.0,8.7,BUENO,5.0,11.0,400.0,73.0,73.0
H,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O +,2006.0,1.0,8.76,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O +,2000.0,2.0,7.35,REGULAR,1.0,16.0,360.0,72.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O -,2006.0,3.0,7.34,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,24.0,No,No,0.0,MAZATLÁN,Si,No,Si,Si,O +,2005.0,6.0,7.02,MALO,4.0,3.0,37.0,10.0,16.0
H,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,1.0,9.96,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,28.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2004.0,5.0,7.4,REGULAR,4.0,4.0,101.0,23.0,26.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2005.0,3.0,9.32,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,1.0,8.59,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,2.0,8.4,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,9.46,MALO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,9.88,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,24.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,No,B+,2006.0,3.0,7.34,REGULAR,1.0,13.0,360.0,72.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.27,REGULAR,5.0,10.0,400.0,73.0,73.0
2,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.05,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.54,REGULAR,5.0,10.0,400.0,73.0,73.0
2,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,3.0,9.64,REGULAR,5.0,10.0,400.0,73.0,73.0
1,Si,18.0,No,No,1.0,MAZATLÁN,Si,Si,Si,Si,O+,2003.0,2.0,7.14,MALO,2.0,6.0,107.0,23.0,25.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,2.0,8.57,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,No,O+,2002.0,4.0,7.85,BUENO,3.0,13.0,360.0,72.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,8.67,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,3.0,8.51,REGULAR,5.0,10.0,400.0,73.0,73.0
1,Si,24.0,No,No,1.0,MAZATLÁN,Si,Si,No,Si,A+,2003.0,5.0,7.24,BUENO,1.0,13.0,344.0,69.0,70.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,9.17,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,9.87,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,7.13,BUENO,4.0,5.0,132.0,28.0,32.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,1.0,8.03,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2006.0,5.0,7.25,MALO,3.0,13.0,252.0,51.0,57.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,8.17,BUENO,5.0,12.0,400.0,73.0,73.0
1,Si,18.0,No,No,1.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,5.0,7.28,BUENO,4.0,5.0,170.0,36.0,41.0
1,No,29.0,No,No,0.0,VILLA UNIÓN,Si,Si,No,Si,A+,2006.0,3.0,7.12,BUENO,4.0,5.0,67.0,15.0,17.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,1.0,9.69,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,3.0,8.05,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.01,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.13,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,No,Si,Si,O+,2006.0,4.0,7.83,BUENO,4.0,8.0,176.0,37.0,41.0
1,No,21.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2000.0,3.0,7.85,MALO,4.0,8.0,159.0,34.0,41.0
H,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.47,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,No,A+,2006.0,5.0,7.12,BUENO,1.0,13.0,360.0,72.0,73.0
2,Si,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2000.0,2.0,7.54,MALO,2.0,13.0,348.0,70.0,71.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,8.72,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,22.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2005.0,5.0,7.93,BUENO,1.0,13.0,360.0,72.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,9.1,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,26.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,7.52,BUENO,2.0,10.0,129.0,28.0,33.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,8.79,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,No,Si,No,O+,2006.0,1.0,8.87,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,5.0,9.48,BUENO,5.0,10.0,400.0,73.0,73.0
2,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.47,REGULAR,5.0,10.0,400.0,73.0,73.0
2,No,19.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.53,REGULAR,5.0,12.0,400.0,73.0,73.0
H,No,18.0,No,No,0.0,LOS MOCHIS,Si,Si,Si,Si,O+,2006.0,5.0,8.64,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,2.0,7.34,BUENO,2.0,10.0,130.0,28.0,33.0
1,Si,18.0,No,No,1.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,1.0,7.12,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,A+,2006.0,5.0,8.96,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,6.0,8.61,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,VILLA UNIÓN,Si,Si,Si,Si,B+,2006.0,1.0,8.79,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,3.0,7.78,BUENO,2.0,5.0,40.0,9.0,17.0
1,Si,18.0,No,Si,2.0,MAZATLÁN,Si,No,Si,Si,O+,2004.0,2.0,7.17,BUENO,1.0,13.0,360.0,72.0,73.0
1,Si,20.0,Si,No,0.0,CONCORDIA,Si,Si,Si,Si,A+,2006.0,4.0,7.0,BUENO,4.0,13.0,336.0,68.0,71.0
1,No,18.0,No,No,0.0,LOS MOCHIS,Si,Si,Si,Si,O+,2002.0,2.0,8.0,MALO,1.0,13.0,360.0,72.0,73.0
H,No,21.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2005.0,2.0,8.56,MALO,1.0,13.0,137.0,29.0,33.0
